,week,day,date,time,h,a,attendance,venue,referee,notes,game_id,h_ftgoals,a_ftgoals,season,season-key,match-key,home_xg,away_xg,round,fthg,ftag,iwh,iwd,iwa,whh,whd,wha,bwh,bwd,bwa,psch,pscd,psca,maxch,maxcd,maxca,maxh,maxd,maxa,avgh,avgd,avga
594,33.0,Sun,2002-04-28,nan,Hellas-Verona,Milan,,nan,Stefano Farina,nan,fccfb534,1.0,2.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_94,,,,1.0,2.0,2.8,2.9,2.3,,,,,,,,,,,,,,,,,,
595,33.0,Sun,2002-04-28,nan,Roma,Chievo,,nan,Pierluigi Collina,nan,cd2fff4a,5.0,0.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_241,,,,5.0,0.0,1.5,3.5,5.4,,,,,,,,,,,,,,,,,,
596,33.0,Sun,2002-04-28,nan,Bologna,Lazio,,nan,Fiorenzo Treossi,nan,e3496f55,2.0,0.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_24,,,,2.0,0.0,2.5,3.0,2.5,,,,,,,,,,,,,,,,,,
597,33.0,Sun,2002-04-28,nan,Atalanta,Perugia,,nan,Pasquale Rodomonti,nan,bf38bf21,2.0,1.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_11,,,,2.0,1.0,1.9,2.4,4.0,,,,,,,,,,,,,,,,,,
598,33.0,Sun,2002-04-28,nan,Fiorentina,Parma,,nan,Domenico Messina,nan,eb9ed499,1.0,2.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_78,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
599,33.0,Sun,2002-04-28,nan,Lecce,Udinese,,nan,Max Saccani,nan,d02b6a73,1.0,2.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_168,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
600,33.0,Sun,2002-04-28,nan,Juventus,Brescia,,nan,Salvatore Racalbuto,nan,afcb09c4,5.0,0.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_121,,,,5.0,0.0,1.25,4.5,9.0,,,,,,,,,,,,,,,,,,
601,33.0,Sun,2002-04-28,nan,Venezia,Torino,,nan,Antonio Dattilo,nan,6bfcf5c4,1.0,1.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_304,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
602,33.0,Sun,2002-04-28,nan,Inter,Piacenza,,nan,Gennaro Borriello,nan,586a9879,3.0,1.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_114,,,,3.0,1.0,1.35,4.0,7.0,,,,,,,,,,,,,,,,,,
603,34.0,Sun,2002-05-05,nan,Udinese,Juventus,,nan,Pasquale Rodomonti,nan,8982e734,0.0,2.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_279,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
604,34.0,Sun,2002-05-05,nan,Milan,Lecce,,nan,Massimo De Santis,nan,15cac617,3.0,0.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_179,,,,3.0,0.0,1.1,7.0,15.0,,,,,,,,,,,,,,,,,,
605,34.0,Sun,2002-05-05,nan,Brescia,Bologna,,nan,Pierluigi Collina,nan,75d4bd19,3.0,0.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_35,,,,3.0,0.0,1.75,3.5,3.2,1.66,4.0,3.6,,,,,,,,,,,,,,,
606,34.0,Sun,2002-05-05,nan,Piacenza,Hellas-Verona,,nan,Cosimo Bolognino,nan,88302324,3.0,0.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_226,,,,3.0,0.0,2.0,2.3,4.5,2.0,2.37,5.0,,,,,,,,,,,,,,,
607,34.0,Sun,2002-05-05,nan,Lazio,Inter,,nan,Gianluca Paparesta,nan,d6997253,4.0,2.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_142,,,,4.0,2.0,3.2,3.5,1.8,5.0,4.33,1.44,,,,,,,,,,,,,,,
608,34.0,Sun,2002-05-05,nan,Parma,Venezia,,nan,Paolo Bertini,nan,e63a2108,2.0,1.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_203,,,,2.0,1.0,,,,1.33,4.0,8.0,,,,,,,,,,,,,,,
609,34.0,Sun,2002-05-05,nan,Chievo,Atalanta,,nan,Alfredo Trentalange,nan,06967bc1,2.0,1.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_51,,,,2.0,1.0,1.4,3.9,6.0,1.22,5.0,9.5,,,,,,,,,,,,,,,
610,34.0,Sun,2002-05-05,nan,Torino,Roma,,nan,Fiorenzo Treossi,nan,1d21d80b,0.0,1.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_269,,,,0.0,1.0,,,,10.0,4.5,1.25,,,,,,,,,,,,,,,
611,34.0,Sun,2002-05-05,nan,Perugia,Fiorentina,,nan,Emidio Morganti,nan,e253a0ac,2.0,0.0,2001-2002,italy_serie-a_2001-2002,italy_serie-a_2001-2002_208,,,,2.0,0.0,,,,1.3,4.33,8.0,,,,,,,,,,,,,,,
612,2.0,Sat,2002-09-14,nan,Como,Empoli,,nan,Pierluigi Collina,nan,7d56a6c8,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_72,,,,0.0,2.0,1.9,2.8,4.0,1.9,3.0,3.75,,,,,,,,,,,,,,,
613,2.0,Sat,2002-09-14,nan,Modena,Milan,,nan,Massimo De Santis,nan,d282c597,0.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_179,,,,0.0,3.0,4.2,3.1,1.75,4.5,2.9,1.8,,,,,,,,,,,,,,,
614,2.0,Sat,2002-09-14,nan,Bologna,Roma,,nan,Roberto Rosetti,nan,22d45acf,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_31,,,,2.0,1.0,2.9,2.8,2.3,3.0,2.8,2.3,,,,,,,,,,,,,,,
615,2.0,Sat,2002-09-14,nan,Inter,Torino,,nan,Paolo Bertini,nan,dec6101f,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_117,,,,1.0,0.0,1.3,4.0,8.5,1.3,4.0,9.5,,,,,,,,,,,,,,,
616,2.0,Sun,2002-09-15,nan,Brescia,Piacenza,,nan,Nicola Ayroldi,nan,d1b479ad,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_46,,,,1.0,2.0,1.9,2.8,4.0,1.9,2.87,4.0,,,,,,,,,,,,,,,
617,2.0,Sun,2002-09-15,nan,Lazio,Chievo,,nan,Domenico Messina,nan,fc82f383,2.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_139,,,,2.0,3.0,1.65,3.2,4.6,1.61,3.1,5.5,,,,,,,,,,,,,,,
618,2.0,Sun,2002-09-15,nan,Udinese,Parma,,nan,Paolo Dondarini,nan,3b03232f,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_300,,,,1.0,1.0,2.3,2.9,2.8,2.37,2.8,2.9,,,,,,,,,,,,,,,
619,2.0,Sun,2002-09-15,nan,Perugia,Reggina,,nan,Matteo Trefoloni,nan,5efe83ae,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_217,,,,2.0,0.0,1.8,2.9,4.2,1.83,2.87,4.33,,,,,,,,,,,,,,,
620,2.0,Sun,2002-09-15,nan,Juventus,Atalanta,,nan,Gianluca Paparesta,nan,94563cb0,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_119,,,,3.0,0.0,1.3,4.0,8.5,1.28,4.2,9.0,,,,,,,,,,,,,,,
621,3.0,Sat,2002-09-21,nan,Empoli,Juventus,,nan,Salvatore Racalbuto,nan,19b9f1fa,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_91,,,,0.0,2.0,4.0,3.0,1.8,4.5,2.87,1.8,,,,,,,,,,,,,,,
622,3.0,Sat,2002-09-21,nan,Milan,Perugia,,nan,Max Saccani,nan,c464c934,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_164,,,,3.0,0.0,1.3,4.2,8.0,1.3,4.0,9.5,,,,,,,,,,,,,,,
623,3.0,Sun,2002-09-22,nan,Piacenza,Udinese,,nan,Emilio Pellegrino,nan,b0596115,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_237,,,,2.0,0.0,2.1,2.8,3.3,2.1,2.87,3.3,,,,,,,,,,,,,,,
624,3.0,Sun,2002-09-22,nan,Reggina,Inter,,nan,Pasquale Rodomonti,nan,69351693,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_244,,,,1.0,2.0,3.6,3.0,1.9,4.0,3.0,1.83,,,,,,,,,,,,,,,
625,3.0,Sun,2002-09-22,nan,Parma,Como,,nan,Fiorenzo Treossi,nan,05825bc0,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_191,,,,2.0,0.0,1.6,3.3,4.8,1.44,3.4,7.0,,,,,,,,,,,,,,,
626,3.0,Sun,2002-09-22,nan,Torino,Lazio,,nan,Cosimo Bolognino,nan,aa6ec91f,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_280,,,,0.0,1.0,2.4,2.8,2.8,2.5,2.8,2.7,,,,,,,,,,,,,,,
627,3.0,Sun,2002-09-22,nan,Chievo,Brescia,,nan,Daniele Tombolini,nan,ec056889,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_53,,,,1.0,2.0,1.75,3.2,4.0,1.61,3.1,5.5,,,,,,,,,,,,,,,
628,3.0,Sun,2002-09-22,nan,Atalanta,Bologna,,nan,Alfredo Trentalange,nan,5abd53b4,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_0,,,,2.0,2.0,2.2,2.8,3.1,2.25,2.8,3.1,,,,,,,,,,,,,,,
629,3.0,Sun,2002-09-22,nan,Roma,Modena,,nan,Stefano Farina,nan,d01c3f37,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_265,,,,1.0,2.0,1.25,4.5,9.0,1.22,4.5,12.0,,,,,,,,,,,,,,,
630,4.0,Sat,2002-09-28,nan,Juventus,Parma,,nan,Stefano Cassarà,nan,d9b45916,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_129,,,,2.0,2.0,1.45,3.7,5.6,1.44,3.5,7.0,,,,,,,,,,,,,,,
631,4.0,Sat,2002-09-28,nan,Lazio,Milan,,nan,Roberto Rosetti,nan,dee8b25e,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_144,,,,1.0,1.0,2.8,2.8,2.4,2.8,2.9,2.37,,,,,,,,,,,,,,,
632,4.0,Sun,2002-09-29,nan,Modena,Torino,,nan,Nicola Rizzoli,nan,84666ac9,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_185,,,,2.0,1.0,2.2,2.9,3.0,2.25,2.9,3.0,,,,,,,,,,,,,,,
633,4.0,Sun,2002-09-29,nan,Perugia,Empoli,,nan,Pierluigi Collina,nan,b6b89634,1.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_209,,,,1.0,3.0,1.8,3.0,4.0,1.72,3.2,4.33,,,,,,,,,,,,,,,
634,4.0,Sun,2002-09-29,nan,Brescia,Roma,,nan,Paolo Dondarini,nan,9bca445a,2.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_48,,,,2.0,3.0,2.8,2.9,2.3,3.1,2.8,2.25,,,,,,,,,,,,,,,
635,4.0,Sun,2002-09-29,nan,Udinese,Atalanta,,nan,Diego Preschern,nan,f56b97e0,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_289,,,,1.0,0.0,2.2,2.9,3.0,2.1,2.8,3.4,,,,,,,,,,,,,,,
636,4.0,Sun,2002-09-29,nan,Como,Reggina,,nan,Cosimo Bolognino,nan,65e5bea8,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_81,,,,1.0,1.0,2.0,2.8,3.6,2.0,2.9,3.6,,,,,,,,,,,,,,,
637,4.0,Sun,2002-09-29,nan,Inter,Chievo,,nan,Salvatore Racalbuto,nan,8368b342,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_105,,,,2.0,1.0,1.5,3.6,5.2,1.5,3.4,6.0,,,,,,,,,,,,,,,
638,4.0,Sun,2002-09-29,nan,Bologna,Piacenza,,nan,Massimo De Santis,nan,b659f04e,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_29,,,,1.0,0.0,1.9,3.0,3.6,1.8,2.9,4.5,,,,,,,,,,,,,,,
639,5.0,Sat,2002-10-05,nan,Reggina,Brescia,,nan,Alfredo Trentalange,nan,2898daad,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_240,,,,2.0,2.0,2.1,2.9,3.2,2.1,2.87,3.3,,,,,,,,,,,,,,,
640,5.0,Sat,2002-10-05,nan,Roma,Udinese,,nan,Pierluigi Collina,nan,c1442830,4.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_271,,,,4.0,1.0,1.45,3.8,5.4,1.33,4.0,8.0,,,,,,,,,,,,,,,
641,5.0,Sun,2002-10-06,nan,Milan,Torino,,nan,Matteo Trefoloni,nan,fea55702,6.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_168,,,,6.0,0.0,1.3,4.2,8.0,1.25,4.5,10.0,,,,,,,,,,,,,,,
642,5.0,Sun,2002-10-06,nan,Juventus,Como,,nan,Paolo Bertini,nan,22654b73,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_123,,,,1.0,1.0,1.2,5.0,10.0,1.14,6.0,12.0,,,,,,,,,,,,,,,
643,5.0,Sun,2002-10-06,nan,Piacenza,Inter,,nan,Gianluca Paparesta,nan,8a0c017f,1.0,4.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_227,,,,1.0,4.0,3.3,3.0,2.0,3.75,2.8,2.0,,,,,,,,,,,,,,,
644,5.0,Sun,2002-10-06,nan,Parma,Perugia,,nan,Max Saccani,nan,88fcf92f,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_198,,,,2.0,2.0,1.6,3.3,4.8,1.57,3.1,6.0,,,,,,,,,,,,,,,
645,5.0,Sun,2002-10-06,nan,Chievo,Modena,,nan,Marco Gabriele,nan,050ab69d,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_60,,,,2.0,0.0,1.75,3.1,4.2,1.66,3.3,4.5,,,,,,,,,,,,,,,
646,5.0,Sun,2002-10-06,nan,Empoli,Bologna,,nan,Emidio Morganti,nan,5d0163cc,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_86,,,,0.0,0.0,2.4,2.8,2.8,2.37,2.8,2.87,,,,,,,,,,,,,,,
647,5.0,Sun,2002-10-06,nan,Atalanta,Lazio,,nan,Fiorenzo Treossi,nan,d12bcd70,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_7,,,,0.0,1.0,2.6,2.8,2.6,2.7,2.8,2.5,,,,,,,,,,,,,,,
648,6.0,Sat,2002-10-19,nan,Empoli,Roma,,nan,Cosimo Bolognino,nan,8632a7b5,1.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_99,,,,1.0,3.0,3.2,3.1,2.0,4.0,2.87,1.9,,,,,,,,,,,,,,,
649,6.0,Sat,2002-10-19,nan,Inter,Juventus,,nan,Pierluigi Collina,nan,cd98991b,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_108,,,,1.0,1.0,2.3,2.8,2.9,2.2,2.8,3.2,,,,,,,,,,,,,,,
650,6.0,Sun,2002-10-20,nan,Torino,Chievo,,nan,Massimo De Santis,nan,5c2bfbb7,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_275,,,,1.0,0.0,2.2,2.9,3.0,2.4,2.9,2.75,,,,,,,,,,,,,,,
651,6.0,Sun,2002-10-20,nan,Como,Piacenza,,nan,Antonio Dattilo,nan,cefd2429,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_80,,,,1.0,1.0,2.0,2.9,3.4,2.25,2.8,3.1,,,,,,,,,,,,,,,
652,6.0,Sun,2002-10-20,nan,Lazio,Perugia,,nan,Stefano Farina,nan,ce21456e,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_147,,,,3.0,0.0,1.4,3.7,6.5,1.44,3.5,7.0,,,,,,,,,,,,,,,
653,6.0,Sun,2002-10-20,nan,Bologna,Brescia,,nan,Alfredo Trentalange,nan,10d21ce0,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_18,,,,3.0,0.0,1.8,3.0,4.0,1.72,2.9,5.0,,,,,,,,,,,,,,,
654,6.0,Sun,2002-10-20,nan,Udinese,Reggina,,nan,Tiziano Pieri,nan,f869b73e,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_303,,,,1.0,0.0,1.7,3.1,4.4,1.72,3.1,4.5,,,,,,,,,,,,,,,
655,6.0,Sun,2002-10-20,nan,Atalanta,Milan,,nan,Gianluca Paparesta,nan,e29f289f,1.0,4.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_8,,,,1.0,4.0,4.2,3.2,1.7,4.0,3.0,1.83,,,,,,,,,,,,,,,
656,6.0,Sun,2002-10-20,nan,Modena,Parma,,nan,Pasquale Rodomonti,nan,0c94a677,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_180,,,,2.0,1.0,2.65,2.9,2.45,2.62,2.9,2.5,,,,,,,,,,,,,,,
657,7.0,Sat,2002-10-26,nan,Juventus,Udinese,,nan,Paolo Bertini,nan,cd0875a8,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_135,,,,1.0,0.0,1.3,4.2,8.0,1.28,4.33,8.5,,,,,,,,,,,,,,,
658,7.0,Sat,2002-10-26,nan,Chievo,Milan,,nan,Salvatore Racalbuto,nan,19144319,3.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_59,,,,3.0,2.0,3.8,3.1,1.8,4.0,3.0,1.83,,,,,,,,,,,,,,,
659,7.0,Sun,2002-10-27,nan,Lazio,Roma,,nan,Gianluca Paparesta,nan,6ec563d3,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_150,,,,2.0,2.0,2.6,2.8,2.6,2.62,2.87,2.5,,,,,,,,,,,,,,,
660,7.0,Sun,2002-10-27,nan,Reggina,Torino,,nan,Domenico Messina,nan,26d107d6,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_253,,,,2.0,1.0,2.0,2.8,3.6,2.1,2.87,3.3,,,,,,,,,,,,,,,
661,7.0,Sun,2002-10-27,nan,Parma,Atalanta,,nan,Emilio Pellegrino,nan,b356f109,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_187,,,,2.0,1.0,1.55,3.5,4.8,1.53,3.4,5.5,,,,,,,,,,,,,,,
662,7.0,Sun,2002-10-27,nan,Piacenza,Empoli,,nan,Danilo Nucini,nan,6f671425,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_226,,,,1.0,2.0,1.9,2.8,4.0,1.9,3.0,3.75,,,,,,,,,,,,,,,
663,7.0,Sun,2002-10-27,nan,Brescia,Como,,nan,Roberto Rosetti,nan,020c7ae1,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_37,,,,1.0,1.0,1.85,2.8,4.2,1.8,3.0,4.2,,,,,,,,,,,,,,,
664,7.0,Sun,2002-10-27,nan,Perugia,Modena,,nan,Marco Gabriele,nan,f12ccc4d,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_214,,,,2.0,0.0,1.85,2.8,4.2,1.9,3.0,3.75,,,,,,,,,,,,,,,
665,7.0,Sun,2002-10-27,nan,Inter,Bologna,,nan,Fiorenzo Treossi,nan,79c89af1,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_103,,,,2.0,0.0,1.45,3.6,5.8,1.5,3.4,6.0,,,,,,,,,,,,,,,
666,8.0,Sat,2002-11-02,nan,Torino,Brescia,,nan,Stefano Farina,nan,2b37fa50,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_274,,,,0.0,2.0,2.1,2.8,3.3,2.1,2.87,3.3,,,,,,,,,,,,,,,
667,8.0,Sat,2002-11-02,nan,Udinese,Bologna,,nan,Pasquale Rodomonti,nan,6d230521,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_290,,,,0.0,0.0,2.2,2.8,3.1,2.25,2.9,3.0,,,,,,,,,,,,,,,
668,8.0,Sun,2002-11-03,nan,Milan,Reggina,,nan,Massimo De Santis,nan,6d4ff4ec,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_166,,,,2.0,0.0,1.2,5.0,10.0,1.22,4.5,12.0,,,,,,,,,,,,,,,
669,8.0,Sun,2002-11-03,nan,Atalanta,Piacenza,,nan,Cosimo Bolognino,nan,988f0394,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_12,,,,2.0,0.0,2.1,2.8,3.3,2.1,2.87,3.3,,,,,,,,,,,,,,,
670,8.0,Sun,2002-11-03,nan,Empoli,Lazio,,nan,Stefano Cassarà,nan,acf1a17b,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_92,,,,1.0,2.0,3.0,2.9,2.2,3.2,3.0,2.1,,,,,,,,,,,,,,,
671,8.0,Sun,2002-11-03,nan,Modena,Juventus,,nan,Salvatore Racalbuto,nan,bd8457b5,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_177,,,,0.0,1.0,4.0,3.2,1.75,4.0,3.0,1.83,,,,,,,,,,,,,,,
672,8.0,Sun,2002-11-03,nan,Parma,Chievo,,nan,Daniele Tombolini,nan,e2b73ecd,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_190,,,,0.0,1.0,1.75,3.1,4.2,1.72,3.1,4.5,,,,,,,,,,,,,,,
673,8.0,Sun,2002-11-03,nan,Como,Inter,,nan,Pierluigi Collina,nan,2311acd3,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_73,,,,0.0,2.0,3.6,3.1,1.85,4.5,3.1,1.72,,,,,,,,,,,,,,,
674,8.0,Sun,2002-11-03,nan,Roma,Perugia,,nan,Alfredo Trentalange,nan,cecfb6c2,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_267,,,,2.0,2.0,1.35,3.7,7.5,1.3,4.0,9.5,,,,,,,,,,,,,,,
675,1.0,Wed,2002-11-06,nan,Atalanta,Modena,,nan,Paolo Dondarini,nan,ed28a3ef,1.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_9,,,,1.0,3.0,1.9,2.9,3.8,2.0,2.87,3.6,,,,,,,,,,,,,,,
676,1.0,Wed,2002-11-06,nan,Torino,Bologna,,nan,Max Saccani,nan,467534d7,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_273,,,,2.0,1.0,2.3,2.8,2.9,2.5,2.8,2.75,,,,,,,,,,,,,,,
677,1.0,Wed,2002-11-06,nan,Chievo,Perugia,,nan,Domenico Messina,nan,8cdafc5a,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_62,,,,3.0,0.0,1.8,3.0,4.0,1.66,3.3,4.5,,,,,,,,,,,,,,,
678,1.0,Wed,2002-11-06,nan,Roma,Como,,nan,Cosimo Bolognino,nan,81e3b3f7,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_259,,,,2.0,1.0,1.3,4.2,8.0,1.28,4.0,10.0,,,,,,,,,,,,,,,
679,1.0,Wed,2002-11-06,nan,Parma,Brescia,,nan,Emidio Morganti,nan,7870d83a,4.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_189,,,,4.0,3.0,1.7,3.2,4.2,1.57,3.3,5.5,,,,,,,,,,,,,,,
680,1.0,Wed,2002-11-06,nan,Piacenza,Juventus,,nan,Matteo Trefoloni,nan,40b0dde0,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_228,,,,0.0,1.0,3.8,3.1,1.8,4.0,3.0,1.83,,,,,,,,,,,,,,,
681,1.0,Wed,2002-11-06,nan,Milan,Udinese,,nan,Paolo Bertini,nan,1ec2b8b9,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_169,,,,1.0,0.0,1.3,4.2,8.0,1.28,4.33,8.5,,,,,,,,,,,,,,,
682,1.0,Wed,2002-11-06,nan,Reggina,Lazio,,nan,Nicola Ayroldi,nan,218afa12,0.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_246,,,,0.0,3.0,3.0,2.9,2.2,3.6,2.87,2.0,,,,,,,,,,,,,,,
683,1.0,Wed,2002-11-06,nan,Empoli,Inter,,nan,Emilio Pellegrino,nan,6b1eb75d,3.0,4.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_90,,,,3.0,4.0,3.3,3.0,2.0,4.2,3.0,1.8,,,,,,,,,,,,,,,
684,9.0,Sat,2002-11-09,nan,Inter,Udinese,,nan,Stefano Farina,nan,819334cf,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_118,,,,1.0,2.0,1.35,4.0,7.0,1.25,4.5,10.0,,,,,,,,,,,,,,,
685,9.0,Sat,2002-11-09,nan,Piacenza,Roma,,nan,Pierluigi Collina,nan,ae56b1d7,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_235,,,,1.0,1.0,3.5,3.1,1.9,4.0,2.87,1.9,,,,,,,,,,,,,,,
686,9.0,Sun,2002-11-10,nan,Chievo,Atalanta,,nan,Emidio Morganti,nan,c8aa40cc,4.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_51,,,,4.0,1.0,1.6,3.3,4.8,1.53,3.4,5.5,,,,,,,,,,,,,,,
687,9.0,Sun,2002-11-10,nan,Reggina,Modena,,nan,Pasquale Rodomonti,nan,49062902,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_248,,,,0.0,1.0,2.0,2.9,3.4,2.0,2.87,3.6,,,,,,,,,,,,,,,
688,9.0,Sun,2002-11-10,nan,Bologna,Como,,nan,Alfredo Trentalange,nan,4067676c,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_20,,,,1.0,0.0,1.6,3.3,4.8,1.5,3.3,6.5,,,,,,,,,,,,,,,
