,week,day,date,time,h,a,attendance,venue,referee,notes,game_id,h_ftgoals,a_ftgoals,season,season-key,match-key,home_xg,away_xg,round,fthg,ftag,iwh,iwd,iwa,whh,whd,wha,bwh,bwd,bwa,psch,pscd,psca,maxch,maxcd,maxca,maxh,maxd,maxa,avgh,avgd,avga
689,9.0,Sun,2002-11-10,nan,Juventus,Milan,,nan,Gianluca Paparesta,nan,74960eb5,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_127,,,,2.0,1.0,2.2,2.8,3.1,2.2,2.87,3.1,,,,,,,,,,,,,,,
690,9.0,Sun,2002-11-10,nan,Brescia,Empoli,,nan,Massimo De Santis,nan,b4bb5503,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_38,,,,0.0,2.0,2.0,2.9,3.4,1.9,3.1,3.6,,,,,,,,,,,,,,,
691,9.0,Sun,2002-11-10,nan,Perugia,Torino,,nan,Luca Palanca,nan,c6c15998,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_219,,,,2.0,1.0,1.8,3.0,4.0,1.72,3.1,4.5,,,,,,,,,,,,,,,
692,9.0,Sun,2002-11-10,nan,Lazio,Parma,,nan,Domenico Messina,nan,f0776987,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_146,,,,0.0,0.0,1.75,3.2,4.0,1.61,3.3,5.0,,,,,,,,,,,,,,,
693,10.0,Sat,2002-11-16,nan,Roma,Inter,,nan,Salvatore Racalbuto,nan,b2038c44,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_261,,,,2.0,2.0,2.3,2.8,2.9,2.3,2.9,2.9,,,,,,,,,,,,,,,
694,10.0,Sat,2002-11-16,nan,Bologna,Perugia,,nan,Alberto Castellani,nan,11b38284,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_28,,,,2.0,1.0,1.65,3.1,4.8,1.66,3.1,5.0,,,,,,,,,,,,,,,
695,10.0,Sun,2002-11-17,nan,Modena,Piacenza,,nan,Nicola Ayroldi,nan,85cd8ba4,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_182,,,,1.0,0.0,1.9,3.0,3.6,1.8,3.1,4.0,,,,,,,,,,,,,,,
696,10.0,Sun,2002-11-17,nan,Empoli,Reggina,,nan,Roberto Rosetti,nan,7c44f67c,4.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_98,,,,4.0,2.0,1.75,3.1,4.2,1.72,3.1,4.5,,,,,,,,,,,,,,,
697,10.0,Sun,2002-11-17,nan,Milan,Parma,,nan,Paolo Bertini,nan,618f237b,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_163,,,,2.0,1.0,1.6,3.2,5.0,1.53,3.4,5.5,,,,,,,,,,,,,,,
698,10.0,Sun,2002-11-17,nan,Torino,Juventus,,nan,Massimo De Santis,nan,5f84bfef,0.0,4.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_279,,,,0.0,4.0,4.4,3.1,1.7,5.0,3.1,1.66,,,,,,,,,,,,,,,
699,10.0,Sun,2002-11-17,nan,Como,Lazio,,nan,Daniele Tombolini,nan,b41c4913,1.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_75,,,,1.0,3.0,3.1,3.0,2.1,3.6,3.1,1.9,,,,,,,,,,,,,,,
700,10.0,Sun,2002-11-17,nan,Udinese,Chievo,,nan,Alfredo Trentalange,nan,d6c3741a,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_292,,,,2.0,1.0,2.2,2.8,3.1,2.25,3.0,2.87,,,,,,,,,,,,,,,
701,10.0,Sun,2002-11-17,nan,Atalanta,Brescia,,nan,Pierluigi Collina,nan,9de2ee44,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_1,,,,2.0,0.0,2.2,2.9,3.0,2.2,2.87,3.1,,,,,,,,,,,,,,,
702,11.0,Sat,2002-11-23,nan,Milan,Inter,,nan,Gianluca Paparesta,nan,428214c8,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_159,,,,1.0,0.0,2.6,2.8,2.6,2.6,2.8,2.6,,,,,,,,,,,,,,,
703,11.0,Sat,2002-11-23,nan,Juventus,Bologna,,nan,Stefano Farina,nan,2a3e50e1,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_120,,,,1.0,1.0,1.45,3.6,5.8,1.4,3.5,8.0,,,,,,,,,,,,,,,
704,11.0,Sun,2002-11-24,nan,Brescia,Udinese,,nan,Matteo Trefoloni,nan,874561d7,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_50,,,,1.0,1.0,2.2,2.8,3.1,2.25,3.0,2.87,,,,,,,,,,,,,,,
705,11.0,Sun,2002-11-24,nan,Parma,Roma,,nan,Pierluigi Collina,nan,cbf72050,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_201,,,,3.0,0.0,2.6,2.7,2.7,2.5,2.9,2.62,,,,,,,,,,,,,,,
706,11.0,Sun,2002-11-24,nan,Chievo,Empoli,,nan,Cosimo Bolognino,nan,ecdeaff4,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_55,,,,1.0,0.0,1.85,3.0,3.8,1.8,3.25,3.8,,,,,,,,,,,,,,,
707,11.0,Sun,2002-11-24,nan,Piacenza,Torino,,nan,Pasquale Rodomonti,nan,7232ceec,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_236,,,,1.0,0.0,1.85,3.0,3.8,1.9,3.0,3.75,,,,,,,,,,,,,,,
708,11.0,Sun,2002-11-24,nan,Reggina,Atalanta,,nan,Paolo Dondarini,nan,f7ec1ee1,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_238,,,,1.0,1.0,2.0,2.9,3.4,2.1,2.87,3.3,,,,,,,,,,,,,,,
709,11.0,Sun,2002-11-24,nan,Perugia,Como,,nan,Emidio Morganti,nan,0a088d17,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_208,,,,3.0,0.0,1.7,3.0,4.6,1.61,3.3,5.0,,,,,,,,,,,,,,,
710,11.0,Sun,2002-11-24,nan,Lazio,Modena,,nan,Alfredo Trentalange,nan,140f1a6d,4.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_145,,,,4.0,0.0,1.45,3.6,5.8,1.44,3.5,7.0,,,,,,,,,,,,,,,
711,12.0,Sat,2002-11-30,nan,Reggina,Chievo,,nan,Pierluigi Collina,nan,2b5ed541,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_241,,,,1.0,1.0,2.5,2.8,2.7,2.6,3.1,2.4,,,,,,,,,,,,,,,
712,12.0,Sun,2002-12-01,nan,Torino,Parma,,nan,Marco Gabriele,nan,c82b0f88,0.0,4.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_283,,,,0.0,4.0,2.7,2.8,2.5,2.6,2.8,2.6,,,,,,,,,,,,,,,
713,12.0,Sun,2002-12-01,nan,Empoli,Milan,,nan,Massimo De Santis,nan,e63b9621,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_93,,,,1.0,1.0,3.8,3.1,1.8,4.5,3.1,1.72,,,,,,,,,,,,,,,
714,12.0,Sun,2002-12-01,nan,Bologna,Modena,,nan,Roberto Rosetti,nan,09c50ea5,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_26,,,,3.0,0.0,1.75,3.0,4.4,1.66,3.1,5.0,,,,,,,,,,,,,,,
715,12.0,Sun,2002-12-01,nan,Piacenza,Lazio,,nan,Stefano Farina,nan,9ed5b14b,2.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_229,,,,2.0,3.0,3.6,3.0,1.9,3.75,3.0,1.9,,,,,,,,,,,,,,,
716,12.0,Sun,2002-12-01,nan,Atalanta,Perugia,,nan,Daniele Tombolini,nan,07439865,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_11,,,,0.0,2.0,2.0,2.9,3.4,2.0,3.0,3.4,,,,,,,,,,,,,,,
717,12.0,Sun,2002-12-01,nan,Inter,Brescia,,nan,Emilio Pellegrino,nan,3484acca,4.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_104,,,,4.0,0.0,1.35,3.8,7.5,1.28,4.5,8.0,,,,,,,,,,,,,,,
718,12.0,Sun,2002-12-01,nan,Roma,Juventus,,nan,Paolo Bertini,nan,57585f15,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_262,,,,2.0,2.0,2.7,2.6,2.7,2.5,2.9,2.62,,,,,,,,,,,,,,,
719,13.0,Sat,2002-12-07,nan,Lazio,Inter,,nan,Roberto Rosetti,nan,749e93d6,3.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_142,,,,3.0,3.0,2.1,2.8,3.3,2.37,2.9,2.8,,,,,,,,,,,,,,,
720,13.0,Sat,2002-12-07,nan,Milan,Roma,,nan,Pierluigi Collina,nan,2f97ade0,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_167,,,,1.0,0.0,1.75,3.1,4.2,1.8,3.1,4.0,,,,,,,,,,,,,,,
721,13.0,Sun,2002-12-08,nan,Perugia,Piacenza,,nan,Nicola Rizzoli,nan,002cf23a,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_216,,,,0.0,0.0,1.75,3.1,4.2,1.72,3.1,4.5,,,,,,,,,,,,,,,
722,13.0,Sun,2002-12-08,nan,Parma,Reggina,,nan,Alfredo Trentalange,nan,7e82e8ee,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_200,,,,2.0,0.0,1.4,3.7,6.5,1.44,3.3,7.5,,,,,,,,,,,,,,,
723,13.0,Sun,2002-12-08,nan,Modena,Como,,nan,Antonio Dattilo,nan,e524b59b,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_174,,,,1.0,1.0,1.75,3.1,4.2,1.61,3.3,5.0,,,,,,,,,,,,,,,
724,13.0,Sun,2002-12-08,nan,Udinese,Empoli,,nan,Domenico Messina,nan,346fdbe2,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_294,,,,2.0,1.0,1.85,3.0,3.8,1.9,3.0,3.75,,,,,,,,,,,,,,,
725,13.0,Sun,2002-12-08,nan,Chievo,Bologna,,nan,Gianluca Paparesta,nan,87dc4423,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_52,,,,0.0,0.0,2.1,2.8,3.3,2.0,3.0,3.4,,,,,,,,,,,,,,,
726,13.0,Sun,2002-12-08,nan,Brescia,Juventus,,nan,Stefano Farina,nan,6e500a8c,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_40,,,,2.0,0.0,4.2,3.1,1.75,4.5,3.1,1.72,,,,,,,,,,,,,,,
727,14.0,Sat,2002-12-14,nan,Bologna,Parma,,nan,Alfredo Trentalange,nan,727647a8,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_27,,,,2.0,1.0,2.1,2.8,3.3,2.2,2.8,3.2,,,,,,,,,,,,,,,
728,14.0,Sat,2002-12-14,nan,Piacenza,Chievo,,nan,Marco Gabriele,nan,3df06e34,0.0,3.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_224,,,,0.0,3.0,2.3,2.8,2.9,2.4,2.9,2.75,,,,,,,,,,,,,,,
729,14.0,Sun,2002-12-15,nan,Como,Milan,,nan,Stefano Farina,nan,9c41b0b3,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_76,,,,1.0,2.0,4.8,3.3,1.6,5.0,3.1,1.66,,,,,,,,,,,,,,,
730,14.0,Sun,2002-12-15,nan,Inter,Atalanta,,nan,Paolo Bertini,nan,861fe713,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_102,,,,1.0,0.0,1.25,4.2,10.0,1.22,5.0,9.5,,,,,,,,,,,,,,,
731,14.0,Sun,2002-12-15,nan,Brescia,Perugia,,nan,Massimo De Santis,nan,7a9c6240,3.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_45,,,,3.0,1.0,2.1,2.8,3.3,2.1,3.0,3.2,,,,,,,,,,,,,,,
732,14.0,Sun,2002-12-15,nan,Roma,Reggina,,nan,Domenico Messina,nan,65912997,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_269,,,,3.0,0.0,1.4,3.7,6.5,1.33,4.0,8.0,,,,,,,,,,,,,,,
733,14.0,Sun,2002-12-15,nan,Juventus,Lazio,,nan,Emilio Pellegrino,nan,b592a694,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_126,,,,1.0,2.0,2.1,2.8,3.3,1.9,3.1,3.6,,,,,,,,,,,,,,,
734,14.0,Sun,2002-12-15,nan,Empoli,Modena,,nan,Pasquale Rodomonti,nan,bc3fe085,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_94,,,,1.0,0.0,1.9,2.9,3.8,2.0,2.87,3.6,,,,,,,,,,,,,,,
735,14.0,Sun,2002-12-15,nan,Udinese,Torino,,nan,Daniele Tombolini,nan,2d5a66c7,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_305,,,,1.0,1.0,1.6,3.2,5.0,1.57,3.3,5.5,,,,,,,,,,,,,,,
736,12.0,Wed,2002-12-18,nan,Como,Udinese,,nan,Max Saccani,nan,0a43b1fd,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_84,,,,0.0,2.0,2.5,2.8,2.7,2.62,2.9,2.5,,,,,,,,,,,,,,,
737,15.0,Sat,2002-12-21,nan,Modena,Udinese,,nan,Fiorenzo Treossi,nan,db2e77fa,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_186,,,,0.0,1.0,2.4,2.8,2.8,2.2,2.87,3.1,,,,,,,,,,,,,,,
738,15.0,Sat,2002-12-21,nan,Torino,Roma,,nan,Paolo Dondarini,nan,214e68c4,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_287,,,,0.0,1.0,3.2,2.9,2.1,3.2,3.0,2.1,,,,,,,,,,,,,,,
739,15.0,Sun,2002-12-22,nan,Chievo,Como,,nan,Matteo Trefoloni,nan,6c5f7955,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_54,,,,2.0,0.0,1.5,3.4,5.6,1.36,3.6,9.0,,,,,,,,,,,,,,,
740,15.0,Sun,2002-12-22,nan,Reggina,Piacenza,,nan,Nicola Ayroldi,nan,2cc135c0,3.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_251,,,,3.0,1.0,2.1,2.8,3.3,2.1,2.87,3.3,,,,,,,,,,,,,,,
741,15.0,Sun,2002-12-22,nan,Atalanta,Empoli,,nan,Cosimo Bolognino,nan,6323ebea,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_4,,,,2.0,2.0,2.1,2.9,3.2,2.1,3.0,3.2,,,,,,,,,,,,,,,
742,15.0,Sun,2002-12-22,nan,Perugia,Juventus,,nan,Luca Palanca,nan,4fb42afe,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_211,,,,0.0,1.0,4.0,3.2,1.75,3.75,3.0,1.9,,,,,,,,,,,,,,,
743,15.0,Sun,2002-12-22,nan,Milan,Brescia,,nan,Emidio Morganti,nan,99476811,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_155,,,,0.0,0.0,1.25,4.3,10.0,1.22,5.0,9.5,,,,,,,,,,,,,,,
744,15.0,Sun,2002-12-22,nan,Parma,Inter,,nan,Pierluigi Collina,nan,09deb2d9,1.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_193,,,,1.0,2.0,2.5,2.8,2.7,2.62,2.9,2.5,,,,,,,,,,,,,,,
745,15.0,Sun,2002-12-22,nan,Lazio,Bologna,,nan,Roberto Rosetti,nan,276beb62,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_137,,,,1.0,1.0,1.65,3.0,5.0,1.61,3.1,5.5,,,,,,,,,,,,,,,
746,13.0,Mon,2003-01-06,nan,Torino,Atalanta,,nan,Daniele Tombolini,nan,1b955dc2,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_272,,,,1.0,1.0,2.1,2.9,3.2,,,,,,,,,,,,,,,,,,
747,16.0,Sat,2003-01-11,nan,Empoli,Torino,,nan,Gianluca Paparesta,nan,8f18596b,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_100,,,,1.0,1.0,1.8,3.0,4.0,1.72,3.2,4.33,,,,,,,,,,,,,,,
748,16.0,Sat,2003-01-11,nan,Brescia,Lazio,,nan,Stefano Farina,nan,ee43cad9,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_41,,,,0.0,0.0,3.2,2.9,2.1,3.4,3.0,2.0,,,,,,,,,,,,,,,
749,16.0,Sun,2003-01-12,nan,Inter,Modena,,nan,Marco Gabriele,nan,747990a9,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_111,,,,2.0,0.0,1.25,4.5,9.0,1.25,4.5,10.0,,,,,,,,,,,,,,,
750,16.0,Sun,2003-01-12,nan,Roma,Chievo,,nan,Domenico Messina,nan,d25f122b,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_258,,,,0.0,1.0,1.65,3.2,4.6,1.72,3.1,4.5,,,,,,,,,,,,,,,
751,16.0,Sun,2003-01-12,nan,Piacenza,Parma,,nan,Pasquale Rodomonti,nan,05c93b1b,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_232,,,,1.0,1.0,2.8,2.9,2.3,2.62,2.9,2.5,,,,,,,,,,,,,,,
752,16.0,Sun,2003-01-12,nan,Como,Atalanta,,nan,Fiorenzo Treossi,nan,8560255a,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_68,,,,1.0,1.0,3.0,2.9,2.2,2.7,3.0,2.37,,,,,,,,,,,,,,,
753,16.0,Sun,2003-01-12,nan,Juventus,Reggina,,nan,Matteo Trefoloni,nan,e9a68dd5,5.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_132,,,,5.0,0.0,1.25,4.5,9.0,1.2,5.0,11.0,,,,,,,,,,,,,,,
754,16.0,Sun,2003-01-12,nan,Bologna,Milan,,nan,Alfredo Trentalange,nan,b2ae53c9,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_25,,,,0.0,2.0,2.6,2.8,2.6,2.62,2.9,2.5,,,,,,,,,,,,,,,
755,16.0,Sun,2003-01-12,nan,Udinese,Perugia,,nan,Stefano Cassarà,nan,2b2d6715,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_301,,,,0.0,0.0,1.75,3.1,4.2,1.72,3.1,4.5,,,,,,,,,,,,,,,
756,17.0,Sat,2003-01-18,nan,Reggina,Bologna,,nan,Roberto Rosetti,nan,7fe47f04,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_239,,,,1.0,0.0,2.6,2.8,2.6,2.75,2.8,2.5,,,,,,,,,,,,,,,
757,17.0,Sat,2003-01-18,nan,Parma,Empoli,,nan,Pierluigi Collina,nan,312bd4c7,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_192,,,,2.0,0.0,1.65,3.2,4.6,1.66,3.1,5.0,,,,,,,,,,,,,,,
758,17.0,Sun,2003-01-19,nan,Perugia,Inter,,nan,Paolo Bertini,nan,20d26bb4,4.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_210,,,,4.0,1.0,3.6,3.1,1.85,4.0,3.0,1.83,,,,,,,,,,,,,,,
759,17.0,Sun,2003-01-19,nan,Lazio,Udinese,,nan,Emilio Pellegrino,nan,45973f25,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_152,,,,2.0,1.0,1.6,3.2,5.0,1.61,3.1,5.5,,,,,,,,,,,,,,,
760,17.0,Sun,2003-01-19,nan,Chievo,Juventus,,nan,Salvatore Racalbuto,nan,7325bcce,1.0,4.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_57,,,,1.0,4.0,3.0,2.9,2.2,2.8,3.0,2.3,,,,,,,,,,,,,,,
761,17.0,Sun,2003-01-19,nan,Torino,Como,,nan,Daniele Tombolini,nan,095da835,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_276,,,,0.0,0.0,1.75,3.2,4.0,1.72,3.1,4.5,,,,,,,,,,,,,,,
762,17.0,Sun,2003-01-19,nan,Milan,Piacenza,,nan,Massimo De Santis,nan,38721915,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_165,,,,2.0,1.0,1.25,4.5,9.0,1.2,5.0,11.0,,,,,,,,,,,,,,,
763,17.0,Sun,2003-01-19,nan,Atalanta,Roma,,nan,Alfredo Trentalange,nan,d4d571b9,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_14,,,,2.0,1.0,3.0,2.9,2.2,3.0,3.0,2.2,,,,,,,,,,,,,,,
764,17.0,Sun,2003-01-19,nan,Modena,Brescia,,nan,Max Saccani,nan,ad4b0c10,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_172,,,,0.0,0.0,2.3,2.8,2.9,2.25,2.87,3.0,,,,,,,,,,,,,,,
765,18.0,Sat,2003-01-25,nan,Modena,Atalanta,,nan,Roberto Rosetti,nan,c6aeb9a8,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_170,,,,0.0,2.0,2.2,2.8,3.1,2.2,2.8,3.2,,,,,,,,,,,,,,,
766,18.0,Sat,2003-01-25,nan,Como,Roma,,nan,Fiorenzo Treossi,nan,f9820a22,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_82,,,,2.0,0.0,3.8,3.1,1.8,4.33,3.2,1.72,,,,,,,,,,,,,,,
767,18.0,Sun,2003-01-26,nan,Brescia,Parma,,nan,Stefano Farina,nan,373eb8f9,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_44,,,,1.0,1.0,2.4,2.8,2.8,2.3,2.9,2.9,,,,,,,,,,,,,,,
768,18.0,Sun,2003-01-26,nan,Bologna,Torino,,nan,Pierluigi Collina,nan,32eb5fa3,2.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_32,,,,2.0,2.0,1.6,3.1,5.2,1.5,3.2,7.0,,,,,,,,,,,,,,,
769,18.0,Sun,2003-01-26,nan,Inter,Empoli,,nan,Pasquale Rodomonti,nan,06172758,3.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_107,,,,3.0,0.0,1.3,4.0,8.5,1.25,4.5,10.0,,,,,,,,,,,,,,,
770,18.0,Sun,2003-01-26,nan,Perugia,Chievo,,nan,Domenico Messina,nan,df68c8b4,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_207,,,,1.0,0.0,2.2,2.9,3.0,2.25,2.87,3.0,,,,,,,,,,,,,,,
771,18.0,Sun,2003-01-26,nan,Udinese,Milan,,nan,Gianluca Paparesta,nan,41fda4b4,1.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_298,,,,1.0,0.0,3.3,3.0,2.0,3.4,3.0,2.0,,,,,,,,,,,,,,,
772,18.0,Sun,2003-01-26,nan,Juventus,Piacenza,,nan,Cosimo Bolognino,nan,70c6641b,2.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_131,,,,2.0,0.0,1.2,4.7,11.0,1.2,5.0,11.0,,,,,,,,,,,,,,,
773,18.0,Sun,2003-01-26,nan,Lazio,Reggina,,nan,Emidio Morganti,nan,72db2152,0.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_149,,,,0.0,1.0,1.3,4.0,8.5,1.25,5.0,8.0,,,,,,,,,,,,,,,
774,19.0,Sat,2003-02-01,nan,Roma,Bologna,,nan,Daniele Tombolini,nan,d2647dd9,3.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_256,,,,3.0,1.0,1.7,3.1,4.4,1.8,3.1,4.0,,,,,,,,,,,,,,,
775,19.0,Sat,2003-02-01,nan,Piacenza,Brescia,,nan,Roberto Rosetti,nan,2b065223,1.0,4.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_223,,,,1.0,4.0,2.4,2.7,2.9,2.25,2.8,3.1,,,,,,,,,,,,,,,
776,19.0,Sun,2003-02-02,nan,Chievo,Lazio,,nan,Stefano Farina,nan,411f2ce4,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_58,,,,1.0,1.0,2.5,2.9,2.6,2.5,3.1,2.5,,,,,,,,,,,,,,,
777,19.0,Sun,2003-02-02,nan,Atalanta,Juventus,,nan,Emilio Pellegrino,nan,87412939,1.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_6,,,,1.0,1.0,3.8,3.1,1.8,4.5,3.1,1.72,,,,,,,,,,,,,,,
778,19.0,Sun,2003-02-02,nan,Reggina,Perugia,,nan,Stefano Cassarà,nan,cfd21313,3.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_250,,,,3.0,1.0,2.1,2.9,3.2,2.2,3.0,3.0,,,,,,,,,,,,,,,
779,19.0,Sun,2003-02-02,nan,Parma,Udinese,,nan,Pasquale Rodomonti,nan,2f85075a,3.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_203,,,,3.0,2.0,1.9,2.9,3.8,1.8,3.1,4.0,,,,,,,,,,,,,,,
780,19.0,Sun,2003-02-02,nan,Torino,Inter,,nan,Salvatore Racalbuto,nan,55ea2441,0.0,2.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_278,,,,0.0,2.0,4.0,3.2,1.75,4.5,3.1,1.72,,,,,,,,,,,,,,,
781,19.0,Sun,2003-02-02,nan,Milan,Modena,,nan,Matteo Trefoloni,nan,e625a8a0,2.0,1.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_162,,,,2.0,1.0,1.2,4.8,11.0,1.2,5.0,11.0,,,,,,,,,,,,,,,
782,19.0,Sun,2003-02-02,nan,Empoli,Como,,nan,Nicola Ayroldi,nan,f3cd7f3f,0.0,0.0,2002-2003,italy_serie-a_2002-2003,italy_serie-a_2002-2003_89,,,,0.0,0.0,1.9,2.9,3.8,1.72,3.1,4.5,,,,,,,,,,,,,,,
